eco,white_elo,black_elo,result,elo_difference,eco_cat,white_player,black_player
 A40,2575,2585, 0-1,-10,A40 - A44,Player 7200_white,Player 7200_black
 D02,2625,2575, 0-1,50,D00 - D69,Player 7201_white,Player 7201_black
 B58,2535,2575, 1-0,-40,B20 - B99,Player 7202_white,Player 7202_black
 A41,2575,2510, 1/2-1/2,65,A40 - A44,Player 7203_white,Player 7203_black
 A05,2575,2640, 1-0,-65,A00 - A39,Player 7204_white,Player 7204_black
 A46,2605,2575, 1-0,30,A45 - A49,Player 7205_white,Player 7205_black
 A09,2545,2515, 1/2-1/2,30,A00 - A39,Player 7206_white,Player 7206_black
 B57,2590,2545, 1-0,45,B20 - B99,Player 7207_white,Player 7207_black
 E06,2535,2585, 0-1,-50,E00 - E59,Player 7208_white,Player 7208_black
 A06,2590,2535, 1-0,55,A00 - A39,Player 7209_white,Player 7209_black
 A09,2530,2440, 0-1,90,A00 - A39,Player 7210_white,Player 7210_black
 E91,2530,2575, 1/2-1/2,-45,E60 - E99,Player 7211_white,Player 7211_black
 B58,2585,2530, 1-0,55,B20 - B99,Player 7212_white,Player 7212_black
 D11,2500,2525, 1-0,-25,D00 - D69,Player 7213_white,Player 7213_black
 B52,2585,2525, 1-0,60,B20 - B99,Player 7214_white,Player 7214_black
 A04,2525,2565, 0-1,-40,A00 - A39,Player 7215_white,Player 7215_black
 E32,2600,2535, 1/2-1/2,65,E00 - E59,Player 7216_white,Player 7216_black
 B58,2495,2535, 0-1,-40,B20 - B99,Player 7217_white,Player 7217_black
 E12,2500,2570, 1/2-1/2,-70,E00 - E59,Player 7218_white,Player 7218_black
 B63,2560,2570, 0-1,-10,B20 - B99,Player 7219_white,Player 7219_black
 A50,2600,2575, 1-0,25,A50 - A79,Player 7220_white,Player 7220_black
 B63,2480,2580, 0-1,-100,B20 - B99,Player 7221_white,Player 7221_black
 D15,2580,2490, 1/2-1/2,90,D00 - D69,Player 7222_white,Player 7222_black
 A04,2565,2580, 1/2-1/2,-15,A00 - A39,Player 7223_white,Player 7223_black
 B33,2500,2580, 1/2-1/2,-80,B20 - B99,Player 7224_white,Player 7224_black
 E49,2575,2535, 1/2-1/2,40,E00 - E59,Player 7225_white,Player 7225_black
 A41,2540,2565, 1/2-1/2,-25,A40 - A44,Player 7226_white,Player 7226_black
 D30,2540,2550, 1/2-1/2,-10,D00 - D69,Player 7227_white,Player 7227_black
 E10,2555,2505, 1-0,50,E00 - E59,Player 7228_white,Player 7228_black
 D15,2475,2540, 1/2-1/2,-65,D00 - D69,Player 7229_white,Player 7229_black
 A41,2660,2540, 1/2-1/2,120,A40 - A44,Player 7230_white,Player 7230_black
 A50,2545,2507, 1-0,38,A50 - A79,Player 7231_white,Player 7231_black
 A05,2537,2611, 0-1,-74,A00 - A39,Player 7232_white,Player 7232_black
 A05,2537,2611, 1/2-1/2,-74,A00 - A39,Player 7233_white,Player 7233_black
 D30,2578,2614, 1/2-1/2,-36,D00 - D69,Player 7234_white,Player 7234_black
 A13,2420,2455, 1/2-1/2,-35,A00 - A39,Player 7235_white,Player 7235_black
 A42,2460,2420, 1-0,40,A40 - A44,Player 7236_white,Player 7236_black
 A45,2420,2470, 1/2-1/2,-50,A45 - A49,Player 7237_white,Player 7237_black
 D10,2420,2540, 1-0,-120,D00 - D69,Player 7238_white,Player 7238_black
 A41,2470,2420, 1/2-1/2,50,A40 - A44,Player 7239_white,Player 7239_black
 A80,2200,2500, 1/2-1/2,-300,A80 - A99,Player 7240_white,Player 7240_black
 A13,2435,2530, 1-0,-95,A00 - A39,Player 7241_white,Player 7241_black
 A45,2435,2525, 1/2-1/2,-90,A45 - A49,Player 7242_white,Player 7242_black
 A16,2435,2505, 1/2-1/2,-70,A00 - A39,Player 7243_white,Player 7243_black
 E46,2500,2570, 1/2-1/2,-70,E00 - E59,Player 7244_white,Player 7244_black
 D20,2500,2485, 1-0,15,D00 - D69,Player 7245_white,Player 7245_black
 D31,2510,2445, 1/2-1/2,65,D00 - D69,Player 7246_white,Player 7246_black
 A05,2440,2510, 1/2-1/2,-70,A00 - A39,Player 7247_white,Player 7247_black
 A40,2510,2560, 1/2-1/2,-50,A40 - A44,Player 7248_white,Player 7248_black
 E42,2510,2420, 1/2-1/2,90,E00 - E59,Player 7249_white,Player 7249_black
 E41,2515,2480, 1/2-1/2,35,E00 - E59,Player 7250_white,Player 7250_black
 E44,2540,2395, 1-0,145,E00 - E59,Player 7251_white,Player 7251_black
 E42,2550,2540, 0-1,10,E00 - E59,Player 7252_white,Player 7252_black
 A00,2515,2500, 1/2-1/2,15,A00 - A39,Player 7253_white,Player 7253_black
 D30,2410,2515, 1/2-1/2,-105,D00 - D69,Player 7254_white,Player 7254_black
 A41,2515,2525, 1/2-1/2,-10,A40 - A44,Player 7255_white,Player 7255_black
 E20,2470,2540, 1-0,-70,E00 - E59,Player 7256_white,Player 7256_black
 A13,2540,2645, 1/2-1/2,-105,A00 - A39,Player 7257_white,Player 7257_black
 E12,2545,2540, 1/2-1/2,5,E00 - E59,Player 7258_white,Player 7258_black
 A06,2540,2520, 1/2-1/2,20,A00 - A39,Player 7259_white,Player 7259_black
 E12,2540,2550, 1-0,-10,E00 - E59,Player 7260_white,Player 7260_black
 C43,2575,2540, 1/2-1/2,35,C20 - C99,Player 7261_white,Player 7261_black
 D31,2435,2500, 1-0,-65,D00 - D69,Player 7262_white,Player 7262_black
 E15,2440,2540, 1/2-1/2,-100,E00 - E59,Player 7263_white,Player 7263_black
 E46,2625,2510, 1-0,115,E00 - E59,Player 7264_white,Player 7264_black
 A81,2430,2630, 0-1,-200,A80 - A99,Player 7265_white,Player 7265_black
 C45,2512,2645, 0-1,-133,C20 - C99,Player 7266_white,Player 7266_black
 D10,2645,2487, 1-0,158,D00 - D69,Player 7267_white,Player 7267_black
 D10,2646,2645, 1/2-1/2,1,D00 - D69,Player 7268_white,Player 7268_black
 D10,2494,2673, 0-1,-179,D00 - D69,Player 7269_white,Player 7269_black
 C65,2673,2646, 1/2-1/2,27,C20 - C99,Player 7270_white,Player 7270_black
 E46,2673,2700, 1/2-1/2,-27,E00 - E59,Player 7271_white,Player 7271_black
 E46,2673,2603, 1/2-1/2,70,E00 - E59,Player 7272_white,Player 7272_black
 B40,2680,2592, 0-1,88,B20 - B99,Player 7273_white,Player 7273_black
 B01,2680,2628, 1/2-1/2,52,B00 - B09,Player 7274_white,Player 7274_black
 B51,2687,2680, 1-0,7,B20 - B99,Player 7275_white,Player 7275_black
 C55,2660,2680, 1/2-1/2,-20,C20 - C99,Player 7276_white,Player 7276_black
 E12,2682,2632, 1/2-1/2,50,E00 - E59,Player 7277_white,Player 7277_black
 A05,2521,2682, 1/2-1/2,-161,A00 - A39,Player 7278_white,Player 7278_black
 C42,2682,2716, 1/2-1/2,-34,C20 - C99,Player 7279_white,Player 7279_black
 A48,2674,2538, 1-0,136,A45 - A49,Player 7280_white,Player 7280_black
 B90,2674,2645, 1-0,29,B20 - B99,Player 7281_white,Player 7281_black
 B46,2674,2645, 1-0,29,B20 - B99,Player 7282_white,Player 7282_black
 A46,2674,2503, 1/2-1/2,171,A45 - A49,Player 7283_white,Player 7283_black
 D10,2674,2237, 1/2-1/2,437,D00 - D69,Player 7284_white,Player 7284_black
 E21,2537,2674, 0-1,-137,E00 - E59,Player 7285_white,Player 7285_black
 A05,2741,2673, 1-0,68,A00 - A39,Player 7286_white,Player 7286_black
 C89,2741,2673, 1-0,68,C20 - C99,Player 7287_white,Player 7287_black
 A46,2673,2562, 1/2-1/2,111,A45 - A49,Player 7288_white,Player 7288_black
 C65,2673,2510, 1-0,163,C20 - C99,Player 7289_white,Player 7289_black
 D10,2590,2650, 1/2-1/2,-60,D00 - D69,Player 7290_white,Player 7290_black
 D17,2650,2653, 1/2-1/2,-3,D00 - D69,Player 7291_white,Player 7291_black
 D10,2648,2664, 1/2-1/2,-16,D00 - D69,Player 7292_white,Player 7292_black
 D21,2664,2610, 1-0,54,D00 - D69,Player 7293_white,Player 7293_black
 C68,2540,2664, 0-1,-124,C20 - C99,Player 7294_white,Player 7294_black
 B50,2668,2769, 1-0,-101,B20 - B99,Player 7295_white,Player 7295_black
 D15,2668,2552, 1/2-1/2,116,D00 - D69,Player 7296_white,Player 7296_black
 C84,2536,2668, 1/2-1/2,-132,C20 - C99,Player 7297_white,Player 7297_black
 C42,2787,2668, 1-0,119,C20 - C99,Player 7298_white,Player 7298_black
 C65,2668,2535, 1-0,133,C20 - C99,Player 7299_white,Player 7299_black
 A05,2664,2527, 1-0,137,A00 - A39,Player 7300_white,Player 7300_black
 A07,2664,2573, 0-1,91,A00 - A39,Player 7301_white,Player 7301_black
 C43,2567,2664, 1/2-1/2,-97,C20 - C99,Player 7302_white,Player 7302_black
 A13,2665,2668, 1/2-1/2,-3,A00 - A39,Player 7303_white,Player 7303_black
 D12,2668,2723, 0-1,-55,D00 - D69,Player 7304_white,Player 7304_black
 A05,2526,2659, 0-1,-133,A00 - A39,Player 7305_white,Player 7305_black
 A05,2535,2659, 0-1,-124,A00 - A39,Player 7306_white,Player 7306_black
 D10,2605,2659, 1-0,-54,D00 - D69,Player 7307_white,Player 7307_black
 A05,2632,2659, 1/2-1/2,-27,A00 - A39,Player 7308_white,Player 7308_black
 E20,2673,2603, 0-1,70,E00 - E59,Player 7309_white,Player 7309_black
 C95,2723,2673, 1-0,50,C20 - C99,Player 7310_white,Player 7310_black
 D27,2673,2562, 1/2-1/2,111,D00 - D69,Player 7311_white,Player 7311_black
 D17,2659,2498, 1-0,161,D00 - D69,Player 7312_white,Player 7312_black
 D15,2741,2673, 1/2-1/2,68,D00 - D69,Player 7313_white,Player 7313_black
 C65,2673,2588, 1/2-1/2,85,C20 - C99,Player 7314_white,Player 7314_black
 D02,2672,2635, 1/2-1/2,37,D00 - D69,Player 7315_white,Player 7315_black
 E20,2672,2522, 1-0,150,E00 - E59,Player 7316_white,Player 7316_black
 D02,2733,2672, 1/2-1/2,61,D00 - D69,Player 7317_white,Player 7317_black
 A05,2615,2672, 1/2-1/2,-57,A00 - A39,Player 7318_white,Player 7318_black
 D11,2660,2350, 1/2-1/2,310,D00 - D69,Player 7319_white,Player 7319_black
 B55,2623,2660, 1/2-1/2,-37,B20 - B99,Player 7320_white,Player 7320_black
 D12,2646,2749, 1/2-1/2,-103,D00 - D69,Player 7321_white,Player 7321_black
 C45,2593,2657, 1/2-1/2,-64,C20 - C99,Player 7322_white,Player 7322_black
 D15,2667,2458, 1-0,209,D00 - D69,Player 7323_white,Player 7323_black
 E60,2666,2545, 1/2-1/2,121,E60 - E99,Player 7324_white,Player 7324_black
 E10,2611,2666, 1/2-1/2,-55,E00 - E59,Player 7325_white,Player 7325_black
 E06,2669,2717, 1/2-1/2,-48,E00 - E59,Player 7326_white,Player 7326_black
 E47,2718,2669, 1-0,49,E00 - E59,Player 7327_white,Player 7327_black
 D00,2505,2505, 0-1,0,D00 - D69,Player 7328_white,Player 7328_black
 D00,2425,2450, 1-0,-25,D00 - D69,Player 7329_white,Player 7329_black
 D00,2500,2450, 0-1,50,D00 - D69,Player 7330_white,Player 7330_black
 D00,2425,2460, 1/2-1/2,-35,D00 - D69,Player 7331_white,Player 7331_black
 D00,2525,2470, 1/2-1/2,55,D00 - D69,Player 7332_white,Player 7332_black
 D00,2535,2450, 1-0,85,D00 - D69,Player 7333_white,Player 7333_black
 D00,2525,2455, 1/2-1/2,70,D00 - D69,Player 7334_white,Player 7334_black
 D00,2570,2380, 1-0,190,D00 - D69,Player 7335_white,Player 7335_black
 D00,2450,2450, 1/2-1/2,0,D00 - D69,Player 7336_white,Player 7336_black
 D00,2625,2615, 1/2-1/2,10,D00 - D69,Player 7337_white,Player 7337_black
 D00,2580,2540, 1-0,40,D00 - D69,Player 7338_white,Player 7338_black
 D00,2515,2415, 0-1,100,D00 - D69,Player 7339_white,Player 7339_black
 D00,2600,2565, 0-1,35,D00 - D69,Player 7340_white,Player 7340_black
 D00,2615,2545, 0-1,70,D00 - D69,Player 7341_white,Player 7341_black
 D00,2520,2585, 1/2-1/2,-65,D00 - D69,Player 7342_white,Player 7342_black
 D00,2615,2355, 1-0,260,D00 - D69,Player 7343_white,Player 7343_black
 D00,2535,2530, 1/2-1/2,5,D00 - D69,Player 7344_white,Player 7344_black
 D00,2590,2655, 1/2-1/2,-65,D00 - D69,Player 7345_white,Player 7345_black
 D00,2495,2425, 0-1,70,D00 - D69,Player 7346_white,Player 7346_black
 D00,2475,2505, 1/2-1/2,-30,D00 - D69,Player 7347_white,Player 7347_black
 D00,2560,2500, 1-0,60,D00 - D69,Player 7348_white,Player 7348_black
 D00,2575,2480, 0-1,95,D00 - D69,Player 7349_white,Player 7349_black
 D00,2575,2660, 1/2-1/2,-85,D00 - D69,Player 7350_white,Player 7350_black
 D00,2515,2315, 1-0,200,D00 - D69,Player 7351_white,Player 7351_black
 D00,2605,2550, 1-0,55,D00 - D69,Player 7352_white,Player 7352_black
 D00,2538,2519, 0-1,19,D00 - D69,Player 7353_white,Player 7353_black
 D00,2508,2475, 1-0,33,D00 - D69,Player 7354_white,Player 7354_black
 D00,2640,2532, 1/2-1/2,108,D00 - D69,Player 7355_white,Player 7355_black
 D00,2497,2509, 1/2-1/2,-12,D00 - D69,Player 7356_white,Player 7356_black
 D00,2595,2520, 1/2-1/2,75,D00 - D69,Player 7357_white,Player 7357_black
 D00,2464,2540, 0-1,-76,D00 - D69,Player 7358_white,Player 7358_black
 D00,2608,2540, 1/2-1/2,68,D00 - D69,Player 7359_white,Player 7359_black
 D00,2471,2585, 1/2-1/2,-114,D00 - D69,Player 7360_white,Player 7360_black
 D00,2599,2557, 1/2-1/2,42,D00 - D69,Player 7361_white,Player 7361_black
 D00,2436,2372, 1-0,64,D00 - D69,Player 7362_white,Player 7362_black
 D00,2630,2545, 1-0,85,D00 - D69,Player 7363_white,Player 7363_black
 D00,2604,2528, 1/2-1/2,76,D00 - D69,Player 7364_white,Player 7364_black
 D00,2609,2521, 1-0,88,D00 - D69,Player 7365_white,Player 7365_black
 D00,2543,2552, 1-0,-9,D00 - D69,Player 7366_white,Player 7366_black
 D00,2603,2567, 1-0,36,D00 - D69,Player 7367_white,Player 7367_black
 D00,2788,2664, 1-0,124,D00 - D69,Player 7368_white,Player 7368_black
 D00,2444,2485, 1/2-1/2,-41,D00 - D69,Player 7369_white,Player 7369_black
 D00,2527,2538, 1/2-1/2,-11,D00 - D69,Player 7370_white,Player 7370_black
 A49,2510,2605, 1/2-1/2,-95,A45 - A49,Player 7371_white,Player 7371_black
 D32,2600,2370, 1/2-1/2,230,D00 - D69,Player 7372_white,Player 7372_black
 E45,2515,2605, 0-1,-90,E00 - E59,Player 7373_white,Player 7373_black
 A01,2605,2530, 1/2-1/2,75,A00 - A39,Player 7374_white,Player 7374_black
 C85,2600,2490, 1/2-1/2,110,C20 - C99,Player 7375_white,Player 7375_black
 E47,2390,2600, 1-0,-210,E00 - E59,Player 7376_white,Player 7376_black
 C45,2600,2620, 1/2-1/2,-20,C20 - C99,Player 7377_white,Player 7377_black
 B68,2570,2600, 0-1,-30,B20 - B99,Player 7378_white,Player 7378_black
 E74,2605,2380, 1-0,225,E60 - E99,Player 7379_white,Player 7379_black
 E74,2600,2640, 1/2-1/2,-40,E60 - E99,Player 7380_white,Player 7380_black
 E19,2515,2605, 1/2-1/2,-90,E00 - E59,Player 7381_white,Player 7381_black
 D13,2630,2605, 1/2-1/2,25,D00 - D69,Player 7382_white,Player 7382_black
 A04,2600,2520, 1/2-1/2,80,A00 - A39,Player 7383_white,Player 7383_black
 A05,2590,2475, 1/2-1/2,115,A00 - A39,Player 7384_white,Player 7384_black
 B41,2380,2600, 1-0,-220,B20 - B99,Player 7385_white,Player 7385_black
 B10,2565,2590, 1/2-1/2,-25,B10 - B19,Player 7386_white,Player 7386_black
 E10,2560,2590, 1/2-1/2,-30,E00 - E59,Player 7387_white,Player 7387_black
 A16,2580,2610, 1/2-1/2,-30,A00 - A39,Player 7388_white,Player 7388_black
 B23,2600,2560, 1/2-1/2,40,B20 - B99,Player 7389_white,Player 7389_black
 E45,2480,2590, 1/2-1/2,-110,E00 - E59,Player 7390_white,Player 7390_black
 A15,2600,2425, 1-0,175,A00 - A39,Player 7391_white,Player 7391_black
 B31,2600,2540, 1/2-1/2,60,B20 - B99,Player 7392_white,Player 7392_black
 A40,2600,2450, 1/2-1/2,150,A40 - A44,Player 7393_white,Player 7393_black
 A08,2465,2600, 1/2-1/2,-135,A00 - A39,Player 7394_white,Player 7394_black
 B15,2510,2600, 1/2-1/2,-90,B10 - B19,Player 7395_white,Player 7395_black
 B06,2445,2600, 0-1,-155,B00 - B09,Player 7396_white,Player 7396_black
 B31,2600,2625, 1/2-1/2,-25,B20 - B99,Player 7397_white,Player 7397_black
 D35,2600,2410, 1-0,190,D00 - D69,Player 7398_white,Player 7398_black
 B23,2600,2370, 1/2-1/2,230,B20 - B99,Player 7399_white,Player 7399_black
 E17,2615,2600, 1/2-1/2,15,E00 - E59,Player 7400_white,Player 7400_black
 B47,2510,2600, 1/2-1/2,-90,B20 - B99,Player 7401_white,Player 7401_black
 E10,2600,2600, 0-1,0,E00 - E59,Player 7402_white,Player 7402_black
 E48,2600,2470, 1-0,130,E00 - E59,Player 7403_white,Player 7403_black
 E92,2600,2510, 1/2-1/2,90,E60 - E99,Player 7404_white,Player 7404_black
 B90,2600,2500, 1/2-1/2,100,B20 - B99,Player 7405_white,Player 7405_black
 B40,2600,2540, 1-0,60,B20 - B99,Player 7406_white,Player 7406_black
 A43,2600,2525, 1-0,75,A40 - A44,Player 7407_white,Player 7407_black
 B30,2600,2525, 1-0,75,B20 - B99,Player 7408_white,Player 7408_black
 D31,2495,2620, 1/2-1/2,-125,D00 - D69,Player 7409_white,Player 7409_black
 D70,2620,2565, 1/2-1/2,55,D70 - D99,Player 7410_white,Player 7410_black
 E74,2620,2555, 1/2-1/2,65,E60 - E99,Player 7411_white,Player 7411_black
 E10,2510,2620, 1/2-1/2,-110,E00 - E59,Player 7412_white,Player 7412_black
 C68,2500,2620, 1/2-1/2,-120,C20 - C99,Player 7413_white,Player 7413_black
 E10,2620,2610, 1/2-1/2,10,E00 - E59,Player 7414_white,Player 7414_black
 C69,2620,2610, 1-0,10,C20 - C99,Player 7415_white,Player 7415_black
 E14,2610,2620, 1-0,-10,E00 - E59,Player 7416_white,Player 7416_black
 B83,2545,2620, 1/2-1/2,-75,B20 - B99,Player 7417_white,Player 7417_black
 A15,2620,2610, 0-1,10,A00 - A39,Player 7418_white,Player 7418_black
 B71,2595,2620, 0-1,-25,B20 - B99,Player 7419_white,Player 7419_black
 E19,2500,2620, 1/2-1/2,-120,E00 - E59,Player 7420_white,Player 7420_black
 E73,2535,2620, 1/2-1/2,-85,E60 - E99,Player 7421_white,Player 7421_black
 E48,2630,2620, 1-0,10,E00 - E59,Player 7422_white,Player 7422_black
 D70,2620,2435, 1-0,185,D70 - D99,Player 7423_white,Player 7423_black
 E92,2620,2500, 1-0,120,E60 - E99,Player 7424_white,Player 7424_black
 D02,2575,2620, 1/2-1/2,-45,D00 - D69,Player 7425_white,Player 7425_black
 A46,2600,2535, 1/2-1/2,65,A45 - A49,Player 7426_white,Player 7426_black
 E14,2535,2600, 0-1,-65,E00 - E59,Player 7427_white,Player 7427_black
 D85,2600,2595, 1/2-1/2,5,D70 - D99,Player 7428_white,Player 7428_black
 B33,2705,2600, 1/2-1/2,105,B20 - B99,Player 7429_white,Player 7429_black
 C69,2595,2580, 0-1,15,C20 - C99,Player 7430_white,Player 7430_black
 B70,2600,2535, 1-0,65,B20 - B99,Player 7431_white,Player 7431_black
 A49,2600,2530, 1/2-1/2,70,A45 - A49,Player 7432_white,Player 7432_black
 E42,2600,2535, 1/2-1/2,65,E00 - E59,Player 7433_white,Player 7433_black
 B23,2595,2610, 1/2-1/2,-15,B20 - B99,Player 7434_white,Player 7434_black
 D52,2600,2595, 1-0,5,D00 - D69,Player 7435_white,Player 7435_black
 A15,2515,2595, 1/2-1/2,-80,A00 - A39,Player 7436_white,Player 7436_black
 B22,2505,2595, 1/2-1/2,-90,B20 - B99,Player 7437_white,Player 7437_black
 E84,2595,2600, 1-0,-5,E60 - E99,Player 7438_white,Player 7438_black
 C77,2595,2520, 0-1,75,C20 - C99,Player 7439_white,Player 7439_black
 A00,2600,2595, 1/2-1/2,5,A00 - A39,Player 7440_white,Player 7440_black
 B07,2595,2600, 1/2-1/2,-5,B00 - B09,Player 7441_white,Player 7441_black
 E15,2485,2575, 1/2-1/2,-90,E00 - E59,Player 7442_white,Player 7442_black
 B40,2575,2405, 1-0,170,B20 - B99,Player 7443_white,Player 7443_black
 B13,2500,2595, 1/2-1/2,-95,B10 - B19,Player 7444_white,Player 7444_black
 A05,2575,2490, 1/2-1/2,85,A00 - A39,Player 7445_white,Player 7445_black
 C95,2550,2575, 1/2-1/2,-25,C20 - C99,Player 7446_white,Player 7446_black
 D24,2465,2600, 1/2-1/2,-135,D00 - D69,Player 7447_white,Player 7447_black
 C95,2535,2600, 1/2-1/2,-65,C20 - C99,Player 7448_white,Player 7448_black
 A07,2580,2590, 1/2-1/2,-10,A00 - A39,Player 7449_white,Player 7449_black
 A06,2500,2590, 1/2-1/2,-90,A00 - A39,Player 7450_white,Player 7450_black
 E30,2595,2495, 1/2-1/2,100,E00 - E59,Player 7451_white,Player 7451_black
 E12,2600,2630, 1/2-1/2,-30,E00 - E59,Player 7452_white,Player 7452_black
 A46,2505,2600, 1/2-1/2,-95,A45 - A49,Player 7453_white,Player 7453_black
 B83,2495,2590, 1/2-1/2,-95,B20 - B99,Player 7454_white,Player 7454_black
 E20,2590,2490, 0-1,100,E00 - E59,Player 7455_white,Player 7455_black
 B06,2590,2475, 1-0,115,B00 - B09,Player 7456_white,Player 7456_black
 E33,2590,2595, 1/2-1/2,-5,E00 - E59,Player 7457_white,Player 7457_black
 E41,2595,2605, 1/2-1/2,-10,E00 - E59,Player 7458_white,Player 7458_black
 A40,2585,2445, 1-0,140,A40 - A44,Player 7459_white,Player 7459_black
 B40,2585,2515, 1-0,70,B20 - B99,Player 7460_white,Player 7460_black
 A46,2585,2600, 1/2-1/2,-15,A45 - A49,Player 7461_white,Player 7461_black
 A30,2585,2510, 1/2-1/2,75,A00 - A39,Player 7462_white,Player 7462_black
 E39,2500,2585, 0-1,-85,E00 - E59,Player 7463_white,Player 7463_black
 B00,2620,2615, 1/2-1/2,5,B00 - B09,Player 7464_white,Player 7464_black
 A16,2525,2615, 1-0,-90,A00 - A39,Player 7465_white,Player 7465_black
 E16,2615,2500, 1/2-1/2,115,E00 - E59,Player 7466_white,Player 7466_black
 A46,2605,2580, 1-0,25,A45 - A49,Player 7467_white,Player 7467_black
 A50,2545,2615, 1/2-1/2,-70,A50 - A79,Player 7468_white,Player 7468_black
 D10,2615,2435, 1/2-1/2,180,D00 - D69,Player 7469_white,Player 7469_black
 A06,2520,2605, 1-0,-85,A00 - A39,Player 7470_white,Player 7470_black
 D32,2605,2490, 1/2-1/2,115,D00 - D69,Player 7471_white,Player 7471_black
 A45,2545,2430, 1-0,115,A45 - A49,Player 7472_white,Player 7472_black
 D25,2415,2545, 1-0,-130,D00 - D69,Player 7473_white,Player 7473_black
 C96,2495,2560, 1/2-1/2,-65,C20 - C99,Player 7474_white,Player 7474_black
 D34,2560,2535, 1/2-1/2,25,D00 - D69,Player 7475_white,Player 7475_black
 E77,2560,2395, 1-0,165,E60 - E99,Player 7476_white,Player 7476_black
 A42,2485,2560, 1/2-1/2,-75,A40 - A44,Player 7477_white,Player 7477_black
 A46,2495,2560, 1/2-1/2,-65,A45 - A49,Player 7478_white,Player 7478_black
 B40,2545,2515, 1/2-1/2,30,B20 - B99,Player 7479_white,Player 7479_black
 D02,2510,2545, 1/2-1/2,-35,D00 - D69,Player 7480_white,Player 7480_black
 C72,2480,2545, 1/2-1/2,-65,C20 - C99,Player 7481_white,Player 7481_black
 C15,2545,2570, 1/2-1/2,-25,C00 - C19,Player 7482_white,Player 7482_black
 D10,2605,2545, 1/2-1/2,60,D00 - D69,Player 7483_white,Player 7483_black
 C55,2545,2565, 1/2-1/2,-20,C20 - C99,Player 7484_white,Player 7484_black
 C69,2440,2570, 0-1,-130,C20 - C99,Player 7485_white,Player 7485_black
 D11,2570,2505, 1/2-1/2,65,D00 - D69,Player 7486_white,Player 7486_black
 B33,2555,2405, 1-0,150,B20 - B99,Player 7487_white,Player 7487_black
 D26,2570,2610, 1/2-1/2,-40,D00 - D69,Player 7488_white,Player 7488_black
 A42,2485,2570, 1/2-1/2,-85,A40 - A44,Player 7489_white,Player 7489_black
 C43,2545,2615, 1-0,-70,C20 - C99,Player 7490_white,Player 7490_black
 E30,2595,2610, 1/2-1/2,-15,E00 - E59,Player 7491_white,Player 7491_black
 A50,2595,2555, 1/2-1/2,40,A50 - A79,Player 7492_white,Player 7492_black
 A16,2595,2760, 0-1,-165,A00 - A39,Player 7493_white,Player 7493_black
 A46,2590,2450, 1-0,140,A45 - A49,Player 7494_white,Player 7494_black
 B43,2590,2570, 1-0,20,B20 - B99,Player 7495_white,Player 7495_black
 D30,2520,2595, 1/2-1/2,-75,D00 - D69,Player 7496_white,Player 7496_black
 A48,2580,2475, 1/2-1/2,105,A45 - A49,Player 7497_white,Player 7497_black
 E60,2570,2525, 0-1,45,E60 - E99,Player 7498_white,Player 7498_black
 D31,2525,2570, 1-0,-45,D00 - D69,Player 7499_white,Player 7499_black
 C89,2580,2500, 1/2-1/2,80,C20 - C99,Player 7500_white,Player 7500_black
 C92,2515,2580, 1/2-1/2,-65,C20 - C99,Player 7501_white,Player 7501_black
 C42,2600,2580, 1/2-1/2,20,C20 - C99,Player 7502_white,Player 7502_black
 A10,2580,2530, 1-0,50,A00 - A39,Player 7503_white,Player 7503_black
 A41,2375,2580, 1-0,-205,A40 - A44,Player 7504_white,Player 7504_black
 E73,2580,2580, 1/2-1/2,0,E60 - E99,Player 7505_white,Player 7505_black
 A46,2545,2730, 1/2-1/2,-185,A45 - A49,Player 7506_white,Player 7506_black
 D31,2545,2485, 1/2-1/2,60,D00 - D69,Player 7507_white,Player 7507_black
 E15,2560,2595, 1/2-1/2,-35,E00 - E59,Player 7508_white,Player 7508_black
 A13,2530,2560, 1/2-1/2,-30,A00 - A39,Player 7509_white,Player 7509_black
 C67,2445,2545, 1/2-1/2,-100,C20 - C99,Player 7510_white,Player 7510_black
 C74,2495,2545, 1/2-1/2,-50,C20 - C99,Player 7511_white,Player 7511_black
 E20,2500,2540, 1/2-1/2,-40,E00 - E59,Player 7512_white,Player 7512_black
 A05,2595,2545, 1/2-1/2,50,A00 - A39,Player 7513_white,Player 7513_black
 A45,2545,2520, 1-0,25,A45 - A49,Player 7514_white,Player 7514_black
 E10,2540,2545, 1/2-1/2,-5,E00 - E59,Player 7515_white,Player 7515_black
 E15,2535,2540, 1/2-1/2,-5,E00 - E59,Player 7516_white,Player 7516_black
 E77,2540,2560, 1/2-1/2,-20,E60 - E99,Player 7517_white,Player 7517_black
 A48,2560,2550, 1/2-1/2,10,A45 - A49,Player 7518_white,Player 7518_black
 A13,2560,2495, 1-0,65,A00 - A39,Player 7519_white,Player 7519_black
 B20,2560,2505, 0-1,55,B20 - B99,Player 7520_white,Player 7520_black
 A40,2608,2625, 1/2-1/2,-17,A40 - A44,Player 7521_white,Player 7521_black
 D15,2617,2532, 0-1,85,D00 - D69,Player 7522_white,Player 7522_black
 C60,2474,2599, 1/2-1/2,-125,C20 - C99,Player 7523_white,Player 7523_black
 A48,2599,2654, 1/2-1/2,-55,A45 - A49,Player 7524_white,Player 7524_black
 C60,2494,2599, 1/2-1/2,-105,C20 - C99,Player 7525_white,Player 7525_black
